,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
2585,9553,PRUDENT-EQ,PRUDENT,,-1.0,1,,NSE,5.0
2590,6803,STEELCAS-EQ,STEELCAS,,-1.0,1,,NSE,5.0
2593,14766,V2RETAIL-EQ,V2RETAIL,,-1.0,1,,NSE,5.0
2599,10397,JISLJALEQS-EQ,JISLJALEQS,,-1.0,1,,NSE,5.0
2619,25690,DSSL-EQ,DSSL,,-1.0,1,,NSE,5.0
2633,29962,JUSTDIAL-EQ,JUSTDIAL,,-1.0,1,,NSE,5.0
2640,14687,GOACARBON-EQ,GOACARBON,,-1.0,1,,NSE,5.0
2645,18977,UNIVASTU-EQ,UNIVASTU,,-1.0,1,,NSE,5.0
2647,13510,AKASH-EQ,AKASH,,-1.0,1,,NSE,5.0
2649,3387,SMLISUZU-EQ,SMLISUZU,,-1.0,1,,NSE,5.0
2653,6757,MARSHALL-EQ,MARSHALL,,-1.0,1,,NSE,5.0
2661,21362,SALASAR-EQ,SALASAR,,-1.0,1,,NSE,5.0
2663,1480,REPL-EQ,REPL,,-1.0,1,,NSE,5.0
2666,1672,HGINFRA-EQ,HGINFRA,,-1.0,1,,NSE,5.0
2674,1937,KREBSBIO-EQ,KREBSBIO,,-1.0,1,,NSE,5.0
2676,15061,KOTAKPSUBK-EQ,KOTAKPSUBK,,-1.0,1,,NSE,1.0
2678,9652,RELCHEMQ-EQ,RELCHEMQ,,-1.0,1,,NSE,5.0
2695,7979,MAMFGETF-EQ,MAMFGETF,,-1.0,1,,NSE,1.0
2697,15419,DPSCLTD-EQ,DPSCLTD,,-1.0,1,,NSE,5.0
2701,3099,SHREDIGCEM-EQ,SHREDIGCEM,,-1.0,1,,NSE,5.0
2702,6656,POLICYBZR-EQ,POLICYBZR,,-1.0,1,,NSE,5.0
2713,1576,GILLETTE-EQ,GILLETTE,,-1.0,1,,NSE,5.0
2723,1186,GLAND-EQ,GLAND,,-1.0,1,,NSE,5.0
2724,2316,HEIDELBERG-EQ,HEIDELBERG,,-1.0,1,,NSE,5.0
2727,21501,SIS-EQ,SIS,,-1.0,1,,NSE,5.0
2730,10580,TCI-EQ,TCI,,-1.0,1,,NSE,5.0
2732,7848,BIL-EQ,BIL,,-1.0,1,,NSE,5.0
2734,21726,MATRIMONY-EQ,MATRIMONY,,-1.0,1,,NSE,5.0
2744,14466,KIRLFER-EQ,KIRLFER,,-1.0,1,,NSE,5.0
2751,14428,GOLDBEES-EQ,GOLDBEES,,-1.0,1,,NSE,1.0
2757,10188,SHYAMCENT-EQ,SHYAMCENT,,-1.0,1,,NSE,5.0
2760,4487,ALKYLAMINE-EQ,ALKYLAMINE,,-1.0,1,,NSE,5.0
2761,14657,INSECTICID-EQ,INSECTICID,,-1.0,1,,NSE,5.0
2773,12034,BASML-EQ,BASML,,-1.0,1,,NSE,5.0
2774,30012,CEREBRAINT-EQ,CEREBRAINT,,-1.0,1,,NSE,5.0
2775,11957,IDFC-EQ,IDFC,,-1.0,1,,NSE,5.0
2782,1675,ITI-EQ,ITI,,-1.0,1,,NSE,5.0
2788,25687,JISLDVREQS-BL,JISLDVREQS,,-1.0,1,,NSE,5.0
2789,3022,SDL26BEES-EQ,SDL26BEES,,-1.0,1,,NSE,1.0
2792,7048,HESTERBIO-EQ,HESTERBIO,,-1.0,1,,NSE,5.0
2794,2816,RALLIS-EQ,RALLIS,,-1.0,1,,NSE,5.0
2802,9847,NV20BEES-EQ,NV20BEES,,-1.0,1,,NSE,1.0
2803,15068,RELIGARE-EQ,RELIGARE,,-1.0,1,,NSE,5.0
2804,3345,SUNDRMFAST-EQ,SUNDRMFAST,,-1.0,1,,NSE,5.0
2811,4136,BIOFILCHEM-EQ,BIOFILCHEM,,-1.0,1,,NSE,5.0
2828,1826,KAMATHOTEL-EQ,KAMATHOTEL,,-1.0,1,,NSE,5.0
2829,11860,JKPAPER-EQ,JKPAPER,,-1.0,1,,NSE,5.0
2832,11039,DCMNVL-EQ,DCMNVL,,-1.0,1,,NSE,5.0
2835,30835,PILITA-EQ,PILITA,,-1.0,1,,NSE,5.0
2839,20188,WABAG-EQ,WABAG,,-1.0,1,,NSE,5.0
2841,11965,VIVIMEDLAB-EQ,VIVIMEDLAB,,-1.0,1,,NSE,5.0
2846,13987,ABSLBANETF-EQ,ABSLBANETF,,-1.0,1,,NSE,1.0
2851,10993,INDORAMA-EQ,INDORAMA,,-1.0,1,,NSE,5.0
2852,6156,ARTNIRMAN-EQ,ARTNIRMAN,,-1.0,1,,NSE,5.0
2858,24225,RELAXO-EQ,RELAXO,,-1.0,1,,NSE,5.0
2859,13404,SUNTV-EQ,SUNTV,,-1.0,1,,NSE,5.0
2861,13076,SORILINFRA-EQ,SORILINFRA,,-1.0,1,,NSE,5.0
2862,9552,RVNL-EQ,RVNL,,-1.0,1,,NSE,5.0
2863,18564,LTTS-EQ,LTTS,,-1.0,1,,NSE,5.0
2869,25088,ASAHISONG-EQ,ASAHISONG,,-1.0,1,,NSE,5.0
2870,5265,GLS-EQ,GLS,,-1.0,1,,NSE,5.0
2872,7401,RAJESHEXPO-EQ,RAJESHEXPO,,-1.0,1,,NSE,5.0
2873,15313,IRB-EQ,IRB,,-1.0,1,,NSE,5.0
2883,3813,ARIHANTCAP-EQ,ARIHANTCAP,,-1.0,1,,NSE,5.0
2889,18827,TARAPUR-EQ,TARAPUR,,-1.0,1,,NSE,5.0
2894,13982,JASH-EQ,JASH,,-1.0,1,,NSE,5.0
2901,12231,OCCL-EQ,OCCL,,-1.0,1,,NSE,5.0
2907,8797,OBCL-EQ,OBCL,,-1.0,1,,NSE,5.0
2908,19205,TMRVL-EQ,TMRVL,,-1.0,1,,NSE,5.0
2916,17728,ASTEC-EQ,ASTEC,,-1.0,1,,NSE,5.0
2921,7229,HCLTECH-EQ,HCLTECH,,-1.0,1,,NSE,5.0
2923,22365,ICICITECH-EQ,ICICITECH,,-1.0,1,,NSE,1.0
2925,7412,KOTAKALPHA-EQ,KOTAKALPHA,,-1.0,1,,NSE,1.0
2926,19,INEOSSTYRO-EQ,INEOSSTYRO,,-1.0,1,,NSE,5.0
2928,9931,VIKASLIFE-EQ,VIKASLIFE,,-1.0,1,,NSE,5.0
2942,760,CGPOWER-EQ,CGPOWER,,-1.0,1,,NSE,5.0
2945,13786,TORNTPOWER-EQ,TORNTPOWER,,-1.0,1,,NSE,5.0
2946,19061,MANAPPURAM-EQ,MANAPPURAM,,-1.0,1,,NSE,5.0
2950,11471,EXCELINDUS-EQ,EXCELINDUS,,-1.0,1,,NSE,5.0
2953,8652,VETO-EQ,VETO,,-1.0,1,,NSE,5.0
2954,11445,PILANIINVS-EQ,PILANIINVS,,-1.0,1,,NSE,5.0
2957,958,ESCORTS-EQ,ESCORTS,,-1.0,1,,NSE,5.0
2959,21511,OMKARCHEM-EQ,OMKARCHEM,,-1.0,1,,NSE,5.0
2961,1185,AMBER-EQ,AMBER,,-1.0,1,,NSE,5.0
2964,1162,GTL-EQ,GTL,,-1.0,1,,NSE,5.0
2966,1328,MARINE-EQ,MARINE,,-1.0,1,,NSE,5.0
2969,16751,RANEENGINE-EQ,RANEENGINE,,-1.0,1,,NSE,5.0
2970,13091,EKC-EQ,EKC,,-1.0,1,,NSE,5.0
2973,11496,AMBICAAGAR-EQ,AMBICAAGAR,,-1.0,1,,NSE,5.0
2975,16683,DIGISPICE-EQ,DIGISPICE,,-1.0,1,,NSE,5.0
2976,11377,MAHABANK-EQ,MAHABANK,,-1.0,1,,NSE,5.0
2980,13290,BLKASHYAP-EQ,BLKASHYAP,,-1.0,1,,NSE,5.0
2982,19277,EMAMIREAL-EQ,EMAMIREAL,,-1.0,1,,NSE,5.0
2985,16915,ZFCVINDIA-EQ,ZFCVINDIA,,-1.0,1,,NSE,5.0
2990,144,GODREJAGRO-EQ,GODREJAGRO,,-1.0,1,,NSE,5.0
2992,15179,ECLERX-EQ,ECLERX,,-1.0,1,,NSE,5.0
2993,16845,LGBFORGE-EQ,LGBFORGE,,-1.0,1,,NSE,5.0
2994,9667,MEDICO-EQ,MEDICO,,-1.0,1,,NSE,5.0
3006,5851,KOTAKBKETF-EQ,KOTAKBKETF,,-1.0,1,,NSE,1.0
3009,3066,SESHAPAPER-EQ,SESHAPAPER,,-1.0,1,,NSE,5.0
3010,11817,MANGALAM-EQ,MANGALAM,,-1.0,1,,NSE,5.0
3012,18110,VASCONEQ-EQ,VASCONEQ,,-1.0,1,,NSE,5.0
3025,17507,INCREDIBLE-EQ,INCREDIBLE,,-1.0,1,,NSE,5.0
3027,1979,LAXMIMACH-EQ,LAXMIMACH,,-1.0,1,,NSE,5.0
3030,20374,COALINDIA-EQ,COALINDIA,,-1.0,1,,NSE,5.0
3032,10604,BHARTIARTL-EQ,BHARTIARTL,,-1.0,1,,NSE,5.0
3035,4064,CUBEXTUB-EQ,CUBEXTUB,,-1.0,1,,NSE,5.0
3038,18883,SJVN-EQ,SJVN,,-1.0,1,,NSE,5.0
3042,4847,KIMS-EQ,KIMS,,-1.0,1,,NSE,5.0
3044,30108,ABFRL-EQ,ABFRL,,-1.0,1,,NSE,5.0
3045,14853,OMAXE-EQ,OMAXE,,-1.0,1,,NSE,5.0
3046,21154,ERIS-EQ,ERIS,,-1.0,1,,NSE,5.0
3047,2792,EASEMYTRIP-EQ,EASEMYTRIP,,-1.0,1,,NSE,5.0
3048,1360,HIMATSEIDE-EQ,HIMATSEIDE,,-1.0,1,,NSE,5.0
3052,817,DCW-EQ,DCW,,-1.0,1,,NSE,5.0
3053,811,DCMSHRIRAM-EQ,DCMSHRIRAM,,-1.0,1,,NSE,5.0
3059,13414,RSYSTEMS-EQ,RSYSTEMS,,-1.0,1,,NSE,5.0
3061,438,BHEL-EQ,BHEL,,-1.0,1,,NSE,5.0
3070,4809,KCPSUGIND-EQ,KCPSUGIND,,-1.0,1,,NSE,5.0
3074,4594,KOTHARIPET-EQ,KOTHARIPET,,-1.0,1,,NSE,5.0
3090,20223,CLEDUCATE-EQ,CLEDUCATE,,-1.0,1,,NSE,5.0
3092,1797,AWHCL-EQ,AWHCL,,-1.0,1,,NSE,5.0
3095,14309,INDIANB-EQ,INDIANB,,-1.0,1,,NSE,5.0
3100,2489,ISEC-EQ,ISEC,,-1.0,1,,NSE,5.0
3102,18479,ISFT-EQ,ISFT,,-1.0,1,,NSE,5.0
3103,3138,HONDAPOWER-EQ,HONDAPOWER,,-1.0,1,,NSE,5.0
3111,11460,JPASSOCIAT-EQ,JPASSOCIAT,,-1.0,1,,NSE,5.0
3112,13305,CENTURYPLY-EQ,CENTURYPLY,,-1.0,1,,NSE,5.0
3114,13637,JMFINANCIL-EQ,JMFINANCIL,,-1.0,1,,NSE,5.0
3117,21392,MAGADSUGAR-EQ,MAGADSUGAR,,-1.0,1,,NSE,5.0
3118,28913,ROSSELLIND-EQ,ROSSELLIND,,-1.0,1,,NSE,5.0
3126,1729,JBFIND-EQ,JBFIND,,-1.0,1,,NSE,5.0
3128,20296,GAL-EQ,GAL,,-1.0,1,,NSE,5.0
3129,8341,CALSOFT-EQ,CALSOFT,,-1.0,1,,NSE,5.0
3131,25328,APLLTD-EQ,APLLTD,,-1.0,1,,NSE,5.0
3132,4422,INDIANCARD-EQ,INDIANCARD,,-1.0,1,,NSE,5.0
3134,13720,JHS-EQ,JHS,,-1.0,1,,NSE,5.0
3135,6843,SMLT-EQ,SMLT,,-1.0,1,,NSE,5.0
3137,11369,TTKHLTCARE-EQ,TTKHLTCARE,,-1.0,1,,NSE,5.0
3143,5748,CYIENT-EQ,CYIENT,,-1.0,1,,NSE,5.0
3146,19289,MOM50-EQ,MOM50,,-1.0,1,,NSE,1.0
3147,4378,ICICISENSX-EQ,ICICISENSX,,-1.0,1,,NSE,1.0
3148,270,CHEMCON-EQ,CHEMCON,,-1.0,1,,NSE,5.0
3150,6040,EIFFL-EQ,EIFFL,,-1.0,1,,NSE,5.0
3160,5279,ROLEXRINGS-EQ,ROLEXRINGS,,-1.0,1,,NSE,5.0
3169,3063,VEDL-EQ,VEDL,,-1.0,1,,NSE,5.0
3178,14361,APOLLOPIPE-EQ,APOLLOPIPE,,-1.0,1,,NSE,5.0
3179,21238,AUBANK-EQ,AUBANK,,-1.0,1,,NSE,5.0
3180,10,ABAN-EQ,ABAN,,-1.0,1,,NSE,5.0
3188,10948,STCINDIA-EQ,STCINDIA,,-1.0,1,,NSE,5.0
3195,5385,AAVAS-EQ,AAVAS,,-1.0,1,,NSE,5.0
3198,6705,PAYTM-EQ,PAYTM,,-1.0,1,,NSE,5.0
3204,11868,63MOONS-EQ,63MOONS,,-1.0,1,,NSE,5.0
3207,7886,MHLXMIRU-EQ,MHLXMIRU,,-1.0,1,,NSE,5.0
3208,25634,ESSARSHPNG-EQ,ESSARSHPNG,,-1.0,1,,NSE,5.0
3210,13430,KELLTONTEC-EQ,KELLTONTEC,,-1.0,1,,NSE,5.0
3217,9668,HIKAL-EQ,HIKAL,,-1.0,1,,NSE,5.0
3221,1811,KAKATCEM-EQ,KAKATCEM,,-1.0,1,,NSE,5.0
3224,13538,TECHM-EQ,TECHM,,-1.0,1,,NSE,5.0
3225,163,APOLLOTYRE-EQ,APOLLOTYRE,,-1.0,1,,NSE,5.0
3226,3024,JINDALSAW-EQ,JINDALSAW,,-1.0,1,,NSE,5.0
3227,4963,ICICIBANK-EQ,ICICIBANK,,-1.0,1,,NSE,5.0
3232,11253,WELSPUNIND-EQ,WELSPUNIND,,-1.0,1,,NSE,5.0
3234,9683,KPITTECH-EQ,KPITTECH,,-1.0,1,,NSE,5.0
3235,6944,GANECOS-EQ,GANECOS,,-1.0,1,,NSE,5.0
3237,4421,CREDITACC-EQ,CREDITACC,,-1.0,1,,NSE,5.0
3238,9590,POLYCAB-EQ,POLYCAB,,-1.0,1,,NSE,5.0
3239,1196,KANSAINER-EQ,KANSAINER,,-1.0,1,,NSE,5.0
3241,3745,WATERBASE-EQ,WATERBASE,,-1.0,1,,NSE,5.0
3245,3247,NITIRAJ-EQ,NITIRAJ,,-1.0,1,,NSE,5.0
3249,3579,UNICHEMLAB-EQ,UNICHEMLAB,,-1.0,1,,NSE,5.0
3250,10243,SYNGENE-EQ,SYNGENE,,-1.0,1,,NSE,5.0
3251,8003,SILVER-EQ,SILVER,,-1.0,1,,NSE,1.0
3254,3766,WHEELS-EQ,WHEELS,,-1.0,1,,NSE,5.0
3255,5245,AAREYDRUGS-EQ,AAREYDRUGS,,-1.0,1,,NSE,5.0
3259,21690,DIXON-EQ,DIXON,,-1.0,1,,NSE,5.0
3265,14894,CENTRALBK-EQ,CENTRALBK,,-1.0,1,,NSE,5.0
3267,312,TIINDIA-EQ,TIINDIA,,-1.0,1,,NSE,5.0
3276,3718,VOLTAS-EQ,VOLTAS,,-1.0,1,,NSE,5.0
3277,16795,ARCHIDPLY-EQ,ARCHIDPLY,,-1.0,1,,NSE,5.0
3279,10285,AYMSYNTEX-EQ,AYMSYNTEX,,-1.0,1,,NSE,5.0
3280,15039,CERA-EQ,CERA,,-1.0,1,,NSE,5.0
3281,30038,FCONSUMER-EQ,FCONSUMER,,-1.0,1,,NSE,5.0
3286,20314,NRAIL-EQ,NRAIL,,-1.0,1,,NSE,5.0
3287,14346,ORIENTALTL-EQ,ORIENTALTL,,-1.0,1,,NSE,5.0
3289,1859,KESORAMIND-EQ,KESORAMIND,,-1.0,1,,NSE,5.0
3293,21017,FMNL-EQ,FMNL,,-1.0,1,,NSE,5.0
3294,4014,NBVENTURES-EQ,NBVENTURES,,-1.0,1,,NSE,5.0
3295,13101,VIMTALABS-EQ,VIMTALABS,,-1.0,1,,NSE,5.0
3298,7506,WOCKPHARMA-EQ,WOCKPHARMA,,-1.0,1,,NSE,5.0
3301,17364,VINATIORGA-EQ,VINATIORGA,,-1.0,1,,NSE,5.0
3302,18039,ADVENZYMES-EQ,ADVENZYMES,,-1.0,1,,NSE,5.0
3314,157,APOLLOHOSP-EQ,APOLLOHOSP,,-1.0,1,,NSE,5.0
3321,4481,AARTIDRUGS-EQ,AARTIDRUGS,,-1.0,1,,NSE,5.0
3323,3637,JUBLPHARMA-EQ,JUBLPHARMA,,-1.0,1,,NSE,5.0
3324,17351,SALONA-EQ,SALONA,,-1.0,1,,NSE,5.0
3325,13951,PARACABLES-EQ,PARACABLES,,-1.0,1,,NSE,5.0
3327,11798,ALLSEC-EQ,ALLSEC,,-1.0,1,,NSE,5.0
3331,6066,ATGL-EQ,ATGL,,-1.0,1,,NSE,5.0
3336,8968,HARIOMPIPE-EQ,HARIOMPIPE,,-1.0,1,,NSE,5.0
3338,14356,MINDTREE-EQ,MINDTREE,,-1.0,1,,NSE,5.0
3341,8163,SPENCERS-EQ,SPENCERS,,-1.0,1,,NSE,5.0
3346,6445,TECHNOE-EQ,TECHNOE,,-1.0,1,,NSE,5.0
3352,3126,SHREYANIND-EQ,SHREYANIND,,-1.0,1,,NSE,5.0
3355,5020,SVPGLOB-EQ,SVPGLOB,,-1.0,1,,NSE,5.0
3356,436,IFGLEXPOR-EQ,IFGLEXPOR,,-1.0,1,,NSE,5.0
3357,14702,NAGREEKEXP-EQ,NAGREEKEXP,,-1.0,1,,NSE,5.0
3358,3518,TORNTPHARM-EQ,TORNTPHARM,,-1.0,1,,NSE,5.0
3360,14535,GOLDSHARE-EQ,GOLDSHARE,,-1.0,1,,NSE,5.0
3362,9260,ARROWGREEN-EQ,ARROWGREEN,,-1.0,1,,NSE,5.0
3365,16855,EQUITAS-BL,EQUITAS,,-1.0,1,,NSE,5.0
3368,2606,LEMONTREE-EQ,LEMONTREE,,-1.0,1,,NSE,5.0
3372,9428,SKIPPER-EQ,SKIPPER,,-1.0,1,,NSE,5.0
3375,14523,ICRA-EQ,ICRA,,-1.0,1,,NSE,5.0
3381,11427,NDTV-EQ,NDTV,,-1.0,1,,NSE,5.0
3383,1143,SDL24BEES-EQ,SDL24BEES,,-1.0,1,,NSE,1.0
3388,1011,SCHAEFFLER-EQ,SCHAEFFLER,,-1.0,1,,NSE,5.0
3390,21275,SUMMITSEC-EQ,SUMMITSEC,,-1.0,1,,NSE,5.0
3396,18124,DBREALTY-EQ,DBREALTY,,-1.0,1,,NSE,5.0
3405,21406,AVADHSUGAR-EQ,AVADHSUGAR,,-1.0,1,,NSE,5.0
3418,10440,LUPIN-EQ,LUPIN,,-1.0,1,,NSE,5.0
3419,5401,NGIL-EQ,NGIL,,-1.0,1,,NSE,5.0
3420,28952,DUCON-EQ,DUCON,,-1.0,1,,NSE,5.0
3422,21174,CDSL-EQ,CDSL,,-1.0,1,,NSE,5.0
3423,8806,SONAMCLOCK-EQ,SONAMCLOCK,,-1.0,1,,NSE,5.0
3431,13260,KEC-EQ,KEC,,-1.0,1,,NSE,5.0
3440,2562,HUHTAMAKI-EQ,HUHTAMAKI,,-1.0,1,,NSE,5.0
3445,278,AUTOAXLES-EQ,AUTOAXLES,,-1.0,1,,NSE,5.0
3446,19578,UGARSUGAR-EQ,UGARSUGAR,,-1.0,1,,NSE,5.0
3450,3694,VINDHYATEL-EQ,VINDHYATEL,,-1.0,1,,NSE,5.0
3452,19943,DEEPAKNTR-EQ,DEEPAKNTR,,-1.0,1,,NSE,5.0
3454,8937,E2E-EQ,E2E,,-1.0,1,,NSE,5.0
3456,3724,VSTIND-EQ,VSTIND,,-1.0,1,,NSE,5.0
3464,4732,SKMEGGPROD-EQ,SKMEGGPROD,,-1.0,1,,NSE,5.0
3468,357,NAM-INDIA-EQ,NAM-INDIA,,-1.0,1,,NSE,5.0
3469,17263,ARMANFIN-EQ,ARMANFIN,,-1.0,1,,NSE,5.0
3471,17927,BAYERCROP-EQ,BAYERCROP,,-1.0,1,,NSE,5.0
3472,5633,J&KBANK-EQ,J&KBANK,,-1.0,1,,NSE,5.0
3476,637,CHAMBLFERT-EQ,CHAMBLFERT,,-1.0,1,,NSE,5.0
3484,11630,NTPC-EQ,NTPC,,-1.0,1,,NSE,5.0
3485,6045,PASUPTAC-EQ,PASUPTAC,,-1.0,1,,NSE,5.0
3493,13796,MANALIPETC-EQ,MANALIPETC,,-1.0,1,,NSE,5.0
3494,275,AUROPHARMA-EQ,AUROPHARMA,,-1.0,1,,NSE,5.0
3499,10516,FEL-EQ,FEL,,-1.0,1,,NSE,5.0
3502,24217,IVZINNIFTY-EQ,IVZINNIFTY,,-1.0,1,,NSE,1.0
3505,5162,TATVA-EQ,TATVA,,-1.0,1,,NSE,5.0
3506,28859,PROZONINTU-EQ,PROZONINTU,,-1.0,1,,NSE,5.0
3507,2866,RCF-EQ,RCF,,-1.0,1,,NSE,5.0
3511,14344,SEQUENT-BL,SEQUENT,,-1.0,1,,NSE,5.0
3520,14096,SIYSIL-EQ,SIYSIL,,-1.0,1,,NSE,5.0
3521,9111,ARVINDFASN-EQ,ARVINDFASN,,-1.0,1,,NSE,5.0
3522,11983,SASKEN-EQ,SASKEN,,-1.0,1,,NSE,5.0
3536,15083,ADANIPORTS-EQ,ADANIPORTS,,-1.0,1,,NSE,5.0
3545,12603,PRECAM-EQ,PRECAM,,-1.0,1,,NSE,5.0
3546,14937,MAHINDCIE-EQ,MAHINDCIE,,-1.0,1,,NSE,5.0
3548,2421,NILKAMAL-EQ,NILKAMAL,,-1.0,1,,NSE,5.0
3549,1134,APOLLO-EQ,APOLLO,,-1.0,1,,NSE,5.0
3557,5352,EXXARO-EQ,EXXARO,,-1.0,1,,NSE,5.0
3558,22423,TOTAL-EQ,TOTAL,,-1.0,1,,NSE,5.0
3559,1782,KANPRPLA-EQ,KANPRPLA,,-1.0,1,,NSE,5.0
3563,1315,GALAXYSURF-EQ,GALAXYSURF,,-1.0,1,,NSE,5.0
3565,15174,TRIL-EQ,TRIL,,-1.0,1,,NSE,5.0
3566,5359,KRSNAA-EQ,KRSNAA,,-1.0,1,,NSE,5.0
3571,338,BALMLAWRIE-EQ,BALMLAWRIE,,-1.0,1,,NSE,5.0
3574,17520,RTNPOWER-EQ,RTNPOWER,,-1.0,1,,NSE,5.0
3580,22428,MAXIND-EQ,MAXIND,,-1.0,1,,NSE,5.0
3585,2028,LYKALABS-EQ,LYKALABS,,-1.0,1,,NSE,5.0
3593,14667,KMSUGAR-EQ,KMSUGAR,,-1.0,1,,NSE,5.0
3595,13702,VISHWARAJ-EQ,VISHWARAJ,,-1.0,1,,NSE,5.0
3600,25780,APLAPOLLO-EQ,APLAPOLLO,,-1.0,1,,NSE,5.0
3602,19631,PRICOLLTD-EQ,PRICOLLTD,,-1.0,1,,NSE,5.0
3603,14707,TIMETECHNO-EQ,TIMETECHNO,,-1.0,1,,NSE,5.0
3613,1491,IFCI-EQ,IFCI,,-1.0,1,,NSE,5.0
3616,13745,GTLINFRA-EQ,GTLINFRA,,-1.0,1,,NSE,5.0
3622,2303,HAL-EQ,HAL,,-1.0,1,,NSE,5.0
3628,1838,KARURVYSYA-EQ,KARURVYSYA,,-1.0,1,,NSE,5.0
3630,18365,PERSISTENT-EQ,PERSISTENT,,-1.0,1,,NSE,5.0
3632,13826,SOBHA-EQ,SOBHA,,-1.0,1,,NSE,5.0
3633,7851,RAMCOSYS-EQ,RAMCOSYS,,-1.0,1,,NSE,5.0
3634,2809,RAJSREESUG-EQ,RAJSREESUG,,-1.0,1,,NSE,5.0
3646,21478,UTINEXT50-EQ,UTINEXT50,,-1.0,1,,NSE,1.0
3648,722,SBIETFPB-EQ,SBIETFPB,,-1.0,1,,NSE,1.0
3649,11351,PETRONET-EQ,PETRONET,,-1.0,1,,NSE,5.0
3652,13221,INOXLEISUR-EQ,INOXLEISUR,,-1.0,1,,NSE,5.0
3654,22415,LOVABLE-EQ,LOVABLE,,-1.0,1,,NSE,5.0
3655,13106,NAHARINDUS-EQ,NAHARINDUS,,-1.0,1,,NSE,5.0
3658,6711,IVC-EQ,IVC,,-1.0,1,,NSE,5.0
3668,9356,MSTCLTD-EQ,MSTCLTD,,-1.0,1,,NSE,5.0
3685,380,BBTC-EQ,BBTC,,-1.0,1,,NSE,5.0
3687,2972,ORIENTELEC-EQ,ORIENTELEC,,-1.0,1,,NSE,5.0
3690,7406,GLENMARK-EQ,GLENMARK,,-1.0,1,,NSE,5.0
3710,14912,KPRMILL-EQ,KPRMILL,,-1.0,1,,NSE,5.0
3719,11892,VHL-EQ,VHL,,-1.0,1,,NSE,5.0
3722,3078,SHANTIGEAR-EQ,SHANTIGEAR,,-1.0,1,,NSE,5.0
3724,8654,MOLOWVOL-EQ,MOLOWVOL,,-1.0,1,,NSE,1.0
3725,17839,GILLANDERS-EQ,GILLANDERS,,-1.0,1,,NSE,5.0
3726,20159,ARIHANTSUP-EQ,ARIHANTSUP,,-1.0,1,,NSE,5.0
3729,16913,ARTEMISMED-EQ,ARTEMISMED,,-1.0,1,,NSE,5.0
3731,4221,VISAKAIND-EQ,VISAKAIND,,-1.0,1,,NSE,5.0
3733,1919,KOPRAN-EQ,KOPRAN,,-1.0,1,,NSE,5.0
3737,2088,MAHSEAMLES-EQ,MAHSEAMLES,,-1.0,1,,NSE,5.0
3748,7287,JTLINFRA-EQ,JTLINFRA,,-1.0,1,,NSE,5.0
3762,9362,CAMPUS-EQ,CAMPUS,,-1.0,1,,NSE,5.0
3766,9219,TPLPLASTEH-EQ,TPLPLASTEH,,-1.0,1,,NSE,5.0
3769,16783,GET&D-EQ,GET&D,,-1.0,1,,NSE,5.0
3772,18944,KINGFA-EQ,KINGFA,,-1.0,1,,NSE,5.0
3773,7838,NETF-EQ,NETF,,-1.0,1,,NSE,1.0
3777,17486,EXPLEOSOL-EQ,EXPLEOSOL,,-1.0,1,,NSE,5.0
3782,13648,TALBROAUTO-EQ,TALBROAUTO,,-1.0,1,,NSE,5.0
3784,20329,CGCL-EQ,CGCL,,-1.0,1,,NSE,5.0
3790,2970,SURYODAY-EQ,SURYODAY,,-1.0,1,,NSE,5.0
3791,15204,ARIES-EQ,ARIES,,-1.0,1,,NSE,5.0
3793,21683,BRNL-EQ,BRNL,,-1.0,1,,NSE,5.0
3794,7374,STAR-EQ,STAR,,-1.0,1,,NSE,5.0
3797,9158,BALAJITELE-EQ,BALAJITELE,,-1.0,1,,NSE,5.0
3801,11532,ULTRACEMCO-EQ,ULTRACEMCO,,-1.0,1,,NSE,5.0
3808,916,EIDPARRY-EQ,EIDPARRY,,-1.0,1,,NSE,5.0
3811,2263,BANDHANBNK-EQ,BANDHANBNK,,-1.0,1,,NSE,5.0
3814,11006,LIQUIDBEES-EQ,LIQUIDBEES,,-1.0,1,,NSE,1.0
3816,14562,ZENITHSTL-EQ,ZENITHSTL,,-1.0,1,,NSE,5.0
3831,14116,GANDHITUBE-EQ,GANDHITUBE,,-1.0,1,,NSE,5.0
3839,9007,NOVARTIND-EQ,NOVARTIND,,-1.0,1,,NSE,5.0
3842,2142,MFSL-EQ,MFSL,,-1.0,1,,NSE,5.0
3847,2716,BUTTERFLY-EQ,BUTTERFLY,,-1.0,1,,NSE,5.0
3855,1403,HINDOILEXP-EQ,HINDOILEXP,,-1.0,1,,NSE,5.0
3857,6961,MENONBE-EQ,MENONBE,,-1.0,1,,NSE,5.0
3866,15199,MANAKSIA-EQ,MANAKSIA,,-1.0,1,,NSE,5.0
3867,4656,SBCL-EQ,SBCL,,-1.0,1,,NSE,5.0
3871,3351,SUNPHARMA-EQ,SUNPHARMA,,-1.0,1,,NSE,5.0
3882,20778,JAMNAAUTO-EQ,JAMNAAUTO,,-1.0,1,,NSE,5.0
3883,14329,SMSPHARMA-EQ,SMSPHARMA,,-1.0,1,,NSE,5.0
3886,1507,MOGSEC-EQ,MOGSEC,,-1.0,1,,NSE,1.0
3889,3880,SOMANYCERA-EQ,SOMANYCERA,,-1.0,1,,NSE,5.0
